260.88,261.01,261.12,261.19,261.26,261.43,261.7,262.08,262.49,262.86,263.2,263.52,263.8,264.01,264.24,264.47,264.79,265.26,265.75,266.22,266.69,267.2,267.7,268.12,268.45,268.77,269.12,269.31,269.38,269.41,269.3,269.29,269.27,269.19,269.01,268.98,268.99,268.97,268.83,269.31,269.5,269.51,269.52,269.57,269.6,269.63,269.76,270.39,271.66,272.07,271.88,271.88,271.88,271.88,271.88,271.88,272,272.39,272.43,272.05,271.67,271.3,270.93,270.56,270.19,269.82,269.6,269.49,269.38,268.92,268.17,267.6,267.2,266.86,266.55,266.29,266.13,266.07,266.01,266.01,266.01,266.05,266.26,266.45,266.45,266.32,266.18,266.05,266.23,267.12,268.73,270.19,271.1,271.45,270.98,269.33,268.49,268.74,269.52,270.38,271.26,271.87,272.38,272.88,273.36,273.47,273.49,273.63,274.11,274.73,275.23,275.66,276.01,276.23,276.52,276.77,276.95,277.04,277.32,277.62,277.91,278.2,278.49,278.77,279.07,279.36,279.66,280.04,280.5,280.85,280.93,280.98,280.99,281.11,281.44,282.07,282.72,283.36,283.95,284.47,284.98,285.48,285.95,286.41,286.52,286.64,286.85,287.12,287.38,287.66,287.93,288.3,288.85,289.48,289.92,290.13,290.13,290.13,290.13,290.13
260.5,260.64,260.74,260.82,261,261.26,261.57,261.89,262.22,262.56,262.88,263.16,263.39,263.62,263.82,264.06,264.32,264.79,265.31,265.81,266.25,266.76,267.29,267.79,268.22,268.55,268.88,269.07,269.19,269.29,268.82,268.93,269.13,269.13,269,268.98,268.97,268.86,268.47,269.26,269.57,269.57,269.57,269.58,269.6,269.58,269.58,269.73,271.05,271.76,271.88,271.88,271.88,271.88,271.88,271.88,271.91,272.07,271.97,271.6,271.23,270.86,270.51,270.18,269.85,269.52,269.48,269.43,269.18,268.45,267.68,267.07,266.66,266.31,266.17,266.07,266.04,266.02,266.01,266.01,266,266.01,266.07,266.12,266.12,266.08,266.05,266.01,266.07,266.63,267.8,269.05,270.61,271.29,270.88,269.44,269.22,269.66,270.39,271.17,272.04,272.64,273.07,273.33,273.5,273.54,273.5,273.63,274.22,274.72,275.2,275.7,276.2,276.66,277.08,277.33,277.45,277.6,277.88,278.19,278.48,278.76,279.06,279.35,279.63,279.94,280.22,280.54,280.94,281.32,281.52,281.57,281.57,281.77,282.27,282.91,283.55,284.18,284.82,285.42,285.75,285.99,286.2,286.45,286.68,286.91,287.17,287.44,287.7,287.98,288.27,288.69,289.31,289.86,290.07,290.13,290.13,290.13,290.13,290.13
260.13,260.29,260.41,260.57,260.83,261.14,261.45,261.75,261.99,262.25,262.51,262.77,263.02,263.32,263.61,263.89,264.18,264.61,265.07,265.52,265.91,266.3,266.8,267.32,267.81,268.23,268.55,268.7,268.66,268.38,267.85,267.95,268.27,268.52,268.87,268.95,268.95,268.8,268.2,269.24,269.64,269.63,269.61,269.58,269.57,269.56,269.54,269.51,270.79,271.62,271.88,271.88,271.88,271.88,271.88,271.88,271.85,271.81,271.62,271.27,270.93,270.58,270.26,269.95,269.63,269.35,269.35,269.2,268.7,267.93,267.16,266.61,266.27,266.07,266.02,266.01,265.99,265.88,265.51,265.38,265.41,265.52,265.58,265.6,265.6,265.6,265.63,265.66,265.69,265.93,266.56,267.91,270.12,271.13,270.82,269.72,270,270.6,271.32,272.04,272.75,273.16,273.39,273.54,273.57,273.55,273.52,273.7,274.3,274.79,275.3,275.82,276.36,276.89,277.39,277.74,277.95,278.17,278.45,278.76,279.05,279.33,279.63,279.92,280.2,280.5,280.79,281.08,281.43,281.79,282.13,282.17,282.23,282.51,283.11,283.74,284.38,284.91,285.36,285.79,286.06,286.26,286.45,286.67,286.94,287.2,287.48,287.75,288.01,288.29,288.57,288.95,289.58,290.01,290.13,290.13,290.14,290.13,290.13,290.13
259.77,259.95,260.13,260.39,260.73,261.05,261.35,261.6,261.76,261.95,262.14,262.39,262.68,263.06,263.47,263.87,264.22,264.57,264.93,265.27,265.61,265.83,266.27,266.77,267.29,267.79,268.06,268.1,267.81,267.05,266.58,266.68,267.07,267.63,268.6,268.88,268.93,268.74,268.01,269.18,269.63,269.61,269.57,269.54,269.54,269.55,269.54,269.51,270.69,271.52,271.87,271.86,271.86,271.85,271.83,271.82,271.77,271.57,271.32,271.01,270.72,270.42,270.11,269.8,269.49,269.2,269.19,268.86,268.07,267.33,266.63,266.19,266.01,266.01,266.01,265.98,265.87,265.6,264.76,264.47,264.55,264.81,264.95,264.99,264.97,264.95,265.04,265.11,265.25,265.32,265.5,267.02,269.72,270.98,270.77,270.07,270.73,271.42,272.12,272.79,273.33,273.5,273.55,273.6,273.62,273.52,273.57,273.82,274.36,274.89,275.44,275.97,276.5,277.02,277.57,278.05,278.44,278.72,279.01,279.31,279.6,279.89,280.2,280.49,280.77,281.07,281.37,281.66,281.95,282.27,282.7,282.76,282.92,283.3,283.93,284.52,285.13,285.52,285.72,285.88,286.17,286.44,286.7,286.98,287.25,287.51,287.79,288.06,288.32,288.57,288.8,289.13,289.75,290.06,290.18,290.2,290.24,290.2,290.22,290.22
259.45,259.75,260.07,260.36,260.69,260.97,261.2,261.36,261.51,261.67,261.82,262.01,262.3,262.68,263.2,263.79,264.18,264.42,264.64,264.88,265.13,265.38,265.76,266.19,266.54,266.58,266.45,266.06,265.6,265.35,265.25,265.42,265.83,266.52,267.62,268.25,268.54,268.48,267.97,268.74,268.93,268.85,268.98,269.19,269.39,269.51,269.51,269.5,270.37,271.23,271.75,271.67,271.58,271.51,271.43,271.36,271.44,271.27,271.05,270.82,270.57,270.26,269.95,269.63,269.31,269.07,268.76,268.19,267.36,266.62,266.25,266.07,266.01,266.01,266.01,265.62,264.95,264.19,263.91,263.82,263.86,264.01,264.29,264.29,264.22,264.17,264.26,264.35,265.26,266.44,267.6,268.61,270.12,270.81,270.73,270.43,270.76,271.11,271.45,271.88,273.23,273.55,273.62,273.66,273.6,273.51,273.63,273.97,274.51,275.05,275.57,276.11,276.64,277.18,277.72,278.23,278.7,279.07,279.41,279.74,280.07,280.39,280.73,281.05,281.35,281.64,281.94,282.23,282.51,282.82,283.16,283.33,283.64,284.11,284.66,284.95,285.26,285.57,285.91,286.24,286.51,286.76,287.02,287.3,287.57,287.83,288.11,288.36,288.51,288.62,288.74,289.02,289.68,290.22,290.66,290.89,290.91,290.89,291.23,291.17
259.3,259.66,260.05,260.33,260.58,260.81,260.99,261.1,261.23,261.37,261.51,261.66,261.95,262.33,262.91,263.57,264,264.14,264.3,264.45,264.63,264.92,265.26,265.64,265.93,265.8,265.44,264.94,264.54,264.54,264.58,264.72,265.04,265.6,266.5,267.29,267.76,267.88,267.7,268.23,268.43,268.51,268.77,269,269.2,269.35,269.38,269.37,269.82,270.61,271.26,271.2,271.12,271.04,270.95,270.87,271.06,270.94,270.75,270.55,270.32,270.07,269.8,269.48,269.1,268.87,268.26,267.47,266.68,266.19,266.05,266.01,266.01,266.01,265.62,264.95,264.18,263.51,263.51,263.51,263.51,263.55,263.63,263.8,263.97,264.24,264.7,265.13,266.27,267.57,268.68,269.32,270.23,270.63,270.61,270.54,270.66,270.77,271.01,271.51,273.2,273.61,273.66,273.67,273.57,273.49,273.69,274.12,274.64,275.19,275.73,276.26,276.79,277.32,277.86,278.38,278.91,279.38,279.73,280.07,280.42,280.76,281.11,281.45,281.76,282.07,282.38,282.7,283.01,283.32,283.63,283.88,284.2,284.58,285.01,285.24,285.48,285.81,286.2,286.6,286.88,287.12,287.35,287.62,287.88,288.13,288.33,288.51,288.61,288.66,288.79,289.13,289.82,290.5,290.99,291.23,291.3,291.86,292.45,292.51
259.3,259.69,260.04,260.32,260.45,260.58,260.72,260.82,260.93,261.06,261.18,261.31,261.64,262.01,262.57,263.24,263.7,263.8,263.88,263.98,264.14,264.45,264.79,265.14,265.43,265.38,264.95,264.66,264.54,264.54,264.54,264.55,264.63,264.82,265.25,266.01,266.63,267,267.22,267.67,268.12,268.55,268.93,268.94,268.98,269.06,269.17,269.13,269.08,269.69,270.45,270.45,270.45,270.45,270.41,270.36,270.63,270.57,270.42,270.2,270.01,269.82,269.61,269.31,268.86,268.62,267.68,266.69,266.04,266.01,266.01,266.01,266.01,266.01,264.88,264.01,263.54,263.51,263.51,263.51,263.51,263.42,262.98,263.49,264.19,265.1,266.27,267.31,268.23,268.74,268.83,269.26,270.06,270.44,270.44,270.44,270.44,270.45,270.76,271.67,273.27,273.66,273.69,273.66,273.56,273.47,273.75,274.26,274.8,275.32,275.87,276.39,276.94,277.47,278.01,278.54,279.07,279.61,279.97,280.32,280.66,281,281.35,281.69,282.04,282.38,282.73,283.07,283.42,283.76,284.11,284.39,284.57,284.76,285.01,285.41,285.8,286.19,286.58,286.99,287.26,287.45,287.66,287.94,288.2,288.38,288.5,288.57,288.62,288.68,288.94,289.43,290.16,290.88,291.17,291.23,291.44,293.07,293.87,294.2
258.81,259.24,259.68,259.98,260.16,260.32,260.45,260.57,260.67,260.83,261.13,261.51,261.88,262.17,262.63,263.14,263.38,263.45,263.51,263.62,263.79,264.01,264.32,264.68,264.99,265.17,264.89,264.66,264.54,264.54,264.54,264.54,264.6,264.76,265.1,265.63,266.16,266.57,266.89,267.44,267.99,268.51,268.94,268.94,268.93,268.93,268.91,268.82,268.75,268.98,269.37,269.56,269.54,269.39,269.2,269.07,269.16,269.61,269.82,269.73,269.49,269.23,268.99,268.75,268.51,268.24,267.13,266.26,266.01,266.01,266.01,266.01,265.75,264.8,264.1,263.69,263.51,263.51,263.51,263.51,263.24,262.97,263.68,264.62,265.17,265.87,267.31,268.13,268.6,268.79,268.86,269.26,269.93,270.25,270.3,270.43,270.43,270.43,270.83,271.94,273.37,273.7,273.72,273.64,273.54,273.54,273.88,274.41,274.95,275.48,276.01,276.55,277.07,277.62,278.13,278.66,279.18,279.7,280.12,280.51,280.87,281.24,281.58,281.93,282.27,282.62,282.97,283.32,283.63,283.93,284.16,284.5,284.82,285.13,285.42,285.79,286.18,286.57,286.98,287.37,287.63,287.83,288.01,288.2,288.36,288.48,288.57,288.63,288.74,288.98,289.35,289.88,290.62,291.06,291.2,291.32,291.77,293.61,294.11,294.56
258.42,258.86,259.32,259.62,259.83,260.02,260.19,260.31,260.39,260.64,261.06,261.61,262.01,262.27,262.62,262.98,263.05,263.1,263.17,263.27,263.44,263.6,263.88,264.2,264.55,264.87,264.81,264.66,264.54,264.54,264.54,264.51,264.54,264.67,264.98,265.38,265.83,266.31,266.63,267.13,267.72,268.26,268.67,268.63,268.58,268.54,268.5,268.45,268.41,268.43,268.56,268.82,268.79,268.61,268.38,268.23,268.2,268.79,269.16,269.11,268.82,268.52,268.26,268.1,268.01,267.76,266.74,266.02,266.01,266.01,266.01,265.74,265.07,263.88,263.6,263.51,263.51,263.51,263.51,263.32,263.07,263.19,264.54,265.47,266.04,266.75,268.13,268.64,268.77,268.79,268.87,269.27,269.82,270.07,270.16,270.42,270.43,270.43,270.93,272.22,273.45,273.76,273.74,273.63,273.51,273.63,274.01,274.55,275.08,275.62,276.14,276.67,277.2,277.73,278.25,278.76,279.26,279.77,280.25,280.66,281.05,281.43,281.79,282.14,282.5,282.85,283.19,283.49,283.79,284.08,284.37,284.81,285.26,285.64,285.98,286.32,286.68,287.06,287.43,287.79,288.01,288.16,288.27,288.41,288.48,288.57,288.66,288.77,288.97,289.32,289.79,290.33,290.99,291.18,291.23,291.6,292.54,293.99,294.35,294.93
258.23,258.61,259.06,259.27,259.48,259.69,259.88,260.05,260.13,260.48,260.97,261.51,261.97,262.29,262.51,262.64,262.68,262.73,262.81,262.94,263.11,263.24,263.45,263.75,264.07,264.39,264.64,264.66,264.54,264.54,264.54,264.44,264.37,264.44,264.81,265.23,265.75,266.25,266.42,266.73,267.23,267.72,267.98,267.85,267.76,267.75,267.85,267.95,268.02,268.12,268.22,268.31,268.3,268.26,268.24,268.2,268.2,268.3,268.36,268.3,267.98,267.66,267.45,267.35,267.26,267.16,266.54,266.07,266.01,266.01,266.01,265.04,263.76,263.57,263.51,263.51,263.51,263.51,263.51,262.82,263.14,264.5,265.54,265.76,266.63,267.82,268.69,268.75,268.76,268.8,268.91,269.32,269.72,269.91,270.02,270.42,270.43,270.43,271.01,272.49,273.55,273.79,273.74,273.61,273.49,273.73,274.16,274.7,275.23,275.75,276.26,276.77,277.29,277.79,278.3,278.81,279.32,279.82,280.33,280.76,281.16,281.54,281.92,282.3,282.69,283.05,283.37,283.55,283.85,284.29,284.88,285.51,285.99,286.38,286.75,287.06,287.37,287.68,287.98,288.24,288.32,288.39,288.45,288.51,288.57,288.63,288.79,289.02,289.38,289.76,290.24,290.75,291.19,291.22,291.23,292.12,293.95,294.19,294.66,295.45
